gauge_id,benchmark_catch,surfacewater_abs,groundwater_abs,discharges,abs_agriculture_perc,abs_amenities_perc,abs_energy_perc,abs_environmental_perc,abs_industry_perc,abs_watersupply_perc,num_reservoir,reservoir_cap,reservoir_he,reservoir_nav,reservoir_drain,reservoir_wr,reservoir_fs,reservoir_env,reservoir_nousedata,reservoir_year_first,reservoir_year_last
10002,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10003,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,11500,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
101002,N,0.006,0.023,0.018,18.92,0.00,0.00,0.00,18.29,62.79,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101005,N,0.001,0.015,0.053,11.27,0.00,0.00,0.00,0.22,88.51,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102001,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11003,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
11004,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12001,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12002,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12005,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12006,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12007,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12008,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12009,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13004,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13005,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13007,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2250,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
13008,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14002,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
14005,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15006,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,571555,72.73,0.00,0.00,4.37,0.00,0.00,22.90,1950,1969
15007,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,148840,93.45,0.00,0.00,0.00,0.00,0.00,6.55,1958,1959
15010,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,38838,0.00,0.00,0.00,64.37,0.00,0.00,35.63,1969,1969
15011,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,126040,100.00,0.00,0.00,0.00,0.00,0.00,0.00,1958,1959
15012,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,381880,72.43,0.00,0.00,0.00,0.00,0.00,27.57,1950,1962
15013,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15014,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15016,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,19800,65.91,0.00,0.00,0.00,0.00,0.00,34.09,1958,1958
15021,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15023,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15024,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15025,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15030,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
15039,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,82300,78.01,0.00,0.00,21.99,0.00,0.00,0.00,1958,1964
16003,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16004,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,82300,78.01,0.00,0.00,21.99,0.00,0.00,0.00,1958,1964
17001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,25170,0.00,0.00,0.00,84.94,0.00,0.00,15.06,1938,1938
17003,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17004,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17005,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17015,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
17018,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18001,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18002,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,12324,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
18003,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,98936,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1859,1965
18008,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18010,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18011,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,98936,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1859,1965
18014,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3389,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
18017,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18018,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,3802,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
19006,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,4087,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
19010,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19017,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
19020,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20002,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20003,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20007,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,34000,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
2002,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21003,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,29563,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1905,1969
21006,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,96153,0.00,0.00,0.00,96.89,0.00,0.00,3.11,1905,1983
21008,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,2164,0.00,0.00,0.00,0.00,0.00,0.00,100.00,NaN,NaN
21009,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,7,98317,0.00,0.00,0.00,94.76,0.00,0.00,5.24,1905,1983
21011,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,66590,0.00,0.00,0.00,95.51,0.00,0.00,4.49,1983,1983
21012,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21013,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21015,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21016,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21017,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21018,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,5650,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1928,1969
21022,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,9991,0.00,0.00,0.00,79.62,0.00,0.00,20.38,1968,1968
21023,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21024,Y,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21026,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21027,N,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22001,Y,0.000,0.006,0.004,3.03,0.23,0.04,22.94,0.54,73.22,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22006,N,0.065,0.000,0.002,0.04,0.00,0.00,0.02,0.01,99.93,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
22007,N,0.066,0.000,0.000,0.00,0.00,0.00,0.00,0.35,99.65,1,3279,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1903,1903
22009,N,0.000,0.008,0.000,0.00,0.00,0.00,0.00,0.16,99.84,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23001,N,0.060,0.001,0.006,7.80,0.00,5.40,0.00,1.17,85.63,7,225533,0.00,0.00,0.00,98.69,0.00,1.31,0.00,1872,1981
23004,Y,0.015,0.001,0.005,33.13,0.00,59.05,0.00,0.00,7.82,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23006,N,0.031,0.001,0.004,39.09,0.00,57.95,0.00,0.00,2.96,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23007,N,0.730,0.000,0.052,0.00,0.00,0.00,0.00,0.06,99.94,1,50060,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1966,1966
23008,N,0.000,0.000,0.001,NaN,NaN,NaN,NaN,NaN,NaN,1,10500,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1905,1905
23011,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
23016,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24001,N,0.050,0.000,0.062,0.03,0.00,0.00,0.00,0.44,99.52,3,10845,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1877,1937
24003,N,0.058,0.000,0.004,0.00,0.00,0.00,0.00,0.03,99.97,1,6438,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1937,1937
24004,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
24005,N,0.000,0.000,0.051,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25001,N,0.273,0.006,0.015,0.03,0.00,1.29,0.00,0.00,98.68,6,87922,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1894,1970
25003,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25006,Y,0.000,0.000,0.001,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25012,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25020,N,0.006,0.003,0.040,37.38,0.23,0.00,0.00,0.00,62.39,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25021,N,0.000,0.000,0.054,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25029,N,0.000,0.000,0.029,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26003,Y,0.000,0.028,0.005,2.41,0.00,0.00,0.00,0.00,97.59,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26005,N,0.000,0.002,0.000,100.00,0.00,0.00,0.00,0.00,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26006,N,0.000,0.007,0.000,100.00,0.00,0.00,0.00,0.00,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26008,N,0.001,0.012,0.000,4.00,0.00,0.00,0.00,0.24,95.76,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
26009,N,0.416,0.005,0.000,100.00,0.00,0.00,0.00,0.00,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27001,N,0.269,0.009,0.068,24.08,0.00,1.37,0.00,0.21,74.34,3,20617,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1901,1936
27002,N,0.399,0.006,0.077,8.54,0.00,35.02,0.00,0.97,55.47,9,51683,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1864,1966
27003,N,0.166,0.007,0.600,1.14,0.05,35.74,0.12,10.13,52.82,15,66983,0.00,5.04,0.00,35.21,59.75,0.00,0.00,1794,1969
27006,N,0.398,0.003,0.026,0.00,0.00,4.50,0.00,16.44,79.05,10,39197,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1867,1975
27007,N,0.173,0.005,0.015,2.33,0.00,69.97,0.02,0.92,26.76,2,7283,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1910,1926
27009,N,0.123,0.012,0.024,9.47,0.01,34.61,0.01,2.03,53.88,6,30900,0.00,0.00,0.00,90.29,9.71,0.00,0.00,1901,1936
27021,N,0.124,0.006,0.334,0.45,0.23,4.06,0.53,24.04,70.69,10,39197,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1867,1975
27023,N,0.001,0.002,0.110,12.28,0.00,0.00,0.00,87.72,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27025,N,0.012,0.000,0.167,12.23,5.34,0.00,19.84,62.59,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27026,N,0.016,0.000,0.074,20.28,0.00,0.00,32.91,46.81,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27029,N,0.287,0.001,0.247,1.08,0.00,0.99,0.00,1.84,96.09,5,17640,0.00,9.08,0.00,90.92,0.00,0.00,0.00,1816,1969
27030,N,0.002,0.001,0.235,13.63,13.42,4.32,0.00,68.62,0.00,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27032,N,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27034,N,0.049,0.003,0.009,0.50,0.00,60.99,0.00,0.11,38.39,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27035,Y,0.035,0.003,0.045,23.74,0.14,24.91,0.00,8.03,43.18,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27038,N,2.159,0.583,0.256,78.74,0.00,0.00,0.00,0.00,21.26,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27041,N,0.047,0.053,0.014,58.32,0.12,14.58,0.00,2.23,24.74,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27042,Y,0.010,0.010,0.013,98.52,0.00,0.00,0.00,0.15,1.32,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27043,N,0.212,0.010,0.088,10.10,0.00,0.38,0.00,0.12,89.40,4,26647,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1864,1873
27047,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27049,N,0.000,0.171,0.002,99.98,0.00,0.00,0.00,0.00,0.02,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27051,Y,0.000,0.000,0.000,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27062,N,0.254,0.009,0.066,24.31,0.00,1.36,0.00,0.21,74.12,3,20617,0.00,0.00,0.00,100.00,0.00,0.00,0.00,1901,1936
